idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
35,P1_zero_shot,claude_sonnet,matched,'I see.',I saw it.,fiction,entailment,neutral,neutral,52,4,56,0.000216
36,P1_zero_shot,claude_sonnet,matched,"My last afternoon in Louisian was supposed to be no different- but the hotel room was small and claustrophobic, and I was utterly bored.",My last day in Louisian was very exciting.,fiction,contradiction,contradiction,contradiction,88,4,92,0.000324
37,P1_zero_shot,claude_sonnet,matched,and the wind started blowing and it was one of my earlier trips to be really out in the middle of,I was glad that the wind was calm.,telephone,contradiction,contradiction,contradiction,74,4,78,0.000282
38,P1_zero_shot,claude_sonnet,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor could only help us through the Coroner.,fiction,neutral,neutral,neutral,97,4,101,0.000351
39,P1_zero_shot,claude_sonnet,matched,Drinks are available and expensive.,Drinks cost a lot.,travel,entailment,entailment,entailment,56,6,62,0.000258
40,P1_zero_shot,claude_sonnet,matched,I was to watch for an advertisement in the Times.,I was anticipating an ad in the newspaper. ,fiction,entailment,entailment,entailment,65,6,71,0.000285
41,P1_zero_shot,claude_sonnet,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the old system reflects that diversity,government,contradiction,contradiction,contradiction,81,4,85,0.000303
42,P1_zero_shot,claude_sonnet,matched,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.",Most Americans want to see major changes in the health-care system.,slate,entailment,entailment,entailment,82,6,88,0.000336
43,P1_zero_shot,claude_sonnet,matched,"The Saving Mystery, or Where Did the Money Go?",The money was spent.,government,neutral,neutral,neutral,60,4,64,0.00024
44,P1_zero_shot,claude_sonnet,matched,yeah okay you go ahead,"No, do not go ahead.",telephone,contradiction,contradiction,contradiction,55,4,59,0.000225
45,P1_zero_shot,claude_sonnet,matched,so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,I think I should do it from now on to deal with my heartburn issues.,telephone,neutral,contradiction,contradiction,98,4,102,0.000354
46,P1_zero_shot,claude_sonnet,matched,well that's right because uh one day it'll be eighty and the next day it'll be about thirty below i tell you what and uh,"Eventually the temperature will reach eighty and then thirty below zero, it fluctuates.",telephone,entailment,entailment,entailment,92,6,98,0.000366
47,P1_zero_shot,claude_sonnet,matched,i think we have too thank you very much you too bye-bye,I don't think we can thank you enough for your help.,telephone,neutral,neutral,neutral,70,4,74,0.00027
48,P1_zero_shot,claude_sonnet,matched,"The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.",The US market was not ready for the cane plantations.,travel,contradiction,contradiction,contradiction,80,4,84,0.0003
49,P1_zero_shot,claude_sonnet,matched,"There is a good restaurant in the village, in addition to a well-stocked mini-market for self-catering visitors.",The village has a restaurant.,travel,entailment,entailment,entailment,76,6,82,0.000318
50,P1_zero_shot,claude_sonnet,matched,but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head,It might take a long time to do that because getting inside a person's head takes time.,telephone,neutral,entailment,entailment,109,6,115,0.000417
51,P1_zero_shot,claude_sonnet,matched,"A conventional siege was useless against such a seemingly impregnable rock, however, and with so much food and water the Zealots could not be starved into submission.","Eventually, the besieging soldiers had to give up and go home.",travel,neutral,neutral,neutral,94,4,98,0.000342
52,P1_zero_shot,claude_sonnet,matched,i've even heard of some people being sexually abused,Some people are sexually abused.,telephone,entailment,entailment,entailment,61,6,67,0.000273
53,P1_zero_shot,claude_sonnet,matched,Duke William returned from his conquest of England to attend the consecration of Notre-Dame in 1067.,Duke William failed to attend the consecration of Notre-Dame.,travel,contradiction,contradiction,contradiction,78,4,82,0.000294
54,P1_zero_shot,claude_sonnet,matched,Diets for men in their prime,A plan to keep men fat.,fiction,contradiction,contradiction,contradiction,58,4,62,0.000234
55,P1_zero_shot,claude_sonnet,matched,so you know it's something we we have tried to help but yeah,We did what we could to help.,telephone,entailment,entailment,entailment,65,6,71,0.000285
56,P1_zero_shot,claude_sonnet,matched,"Be of good cheer,","Be of good cheer, for beer time is near.",slate,neutral,neutral,neutral,61,4,65,0.000243
57,P1_zero_shot,claude_sonnet,matched,well what is it,Don't tell me about it.,telephone,contradiction,contradiction,contradiction,54,4,58,0.000222
58,P1_zero_shot,claude_sonnet,matched,"Indeed, said San'doro.","Indeed, they said.",fiction,entailment,neutral,neutral,56,4,60,0.0002279999999999
59,P1_zero_shot,claude_sonnet,matched,and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss,What programs do your friends like to watch?,telephone,neutral,neutral,neutral,98,4,102,0.000354
60,P1_zero_shot,claude_sonnet,matched,"Prior to 1986, the United States had been a net creditor because its holdings of foreign assets exceeded foreign holdings of U.S. assets.","For many, this was considered the best position the US had ever been in financially.",government,neutral,neutral,neutral,91,4,95,0.000333
61,P1_zero_shot,claude_sonnet,matched,they take the football serious,Football is important to them.,telephone,entailment,entailment,entailment,54,6,60,0.000252
62,P1_zero_shot,claude_sonnet,matched,"The book is a parody of Bartlett's , serving up quotes from Lincoln, Jefferson, and Roger Rosenblatt with equal pomposity.",The book has quotes from various people including Lincoln and Jefferson.,slate,entailment,entailment,entailment,87,6,93,0.000351
63,P1_zero_shot,claude_sonnet,matched,"Part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses, and it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses.","We all know that the reason for a lesser percentage of possible deliveries on rural routes being businesses, is because of the fact that people prefer living in cities rather than rural areas.",government,neutral,contradiction,contradiction,131,4,135,0.000453
64,P1_zero_shot,claude_sonnet,matched,"Most recently, GAO reviewed activities of the White House China Trade Relations Working Group, which was established at the request of President Clinton in the exercise of his Constitutional powers.",President Clinton wasn't exercising his Constitutional powers when he made the request.,government,contradiction,contradiction,contradiction,92,4,96,0.000336
65,P1_zero_shot,claude_sonnet,matched,CHAPTER 6: HUMAN CAPITAL,Human capital includes the workforce.,government,neutral,entailment,entailment,58,6,64,0.000264
66,P1_zero_shot,claude_sonnet,matched,"It is the official solution, Liq. ",This is officially the solution.,fiction,entailment,entailment,entailment,60,6,66,0.00027
67,P1_zero_shot,claude_sonnet,matched,"This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.",Star Pitiful Helpless Giant is a show on UPN about politics.,slate,neutral,neutral,neutral,103,4,107,0.0003689999999999
68,P1_zero_shot,claude_sonnet,matched,"Also, I will be assuming that the 6.0a cost of the Postal Service to take the mail from basic to workshared condition is constant as limited quantities of mail move back and forth between basic and workshared.",I will make no assumptions about the costs to the postal service.,government,contradiction,contradiction,contradiction,102,4,106,0.000366
69,P1_zero_shot,claude_sonnet,matched,You'll find galleries in all the major towns and in some of the smaller villages.,The major towns have banned the existence of galleries.,travel,contradiction,contradiction,contradiction,70,4,74,0.00027
70,P1_zero_shot,claude_sonnet,matched,"Similarly, OIM revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users.",Changes were made to the Grant Renewal Application to provide extra information to the LSC.,government,entailment,entailment,entailment,88,6,94,0.000354
71,P1_zero_shot,claude_sonnet,matched,um-hum what is your worst then,Then what is your worst?,telephone,entailment,entailment,entailment,58,6,64,0.000264
72,P1_zero_shot,claude_sonnet,matched,Slate 's Joseph Nocera.,Nocera works for Slate.,slate,entailment,entailment,entailment,60,6,66,0.00027
73,P1_zero_shot,claude_sonnet,matched,That's an opportunity that very few people have had.,Pretty much everyone has that opportunity. ,government,contradiction,contradiction,contradiction,62,4,66,0.000246
74,P1_zero_shot,claude_sonnet,matched,Cybernetics had always been Derry's passion.,Derry had a passion for cybernetics.,fiction,entailment,entailment,entailment,67,6,73,0.000291
75,P1_zero_shot,claude_sonnet,matched,"Consistent with GAO's Congressional Protocols, GAO will then offer the requester(s) a draft of the product that is with the agency for comment.",The agency received a draft of the product from the GAO.,government,entailment,entailment,entailment,90,6,96,0.00036
76,P1_zero_shot,claude_sonnet,matched,"Merrion Square West, Dublin 2.","Merrion Square East, Dublin 2.",travel,contradiction,neutral,neutral,65,4,69,0.000255
77,P1_zero_shot,claude_sonnet,matched,that's neat just supervised more or less than anything and security i guess for them,They just supervise people.,telephone,entailment,neutral,neutral,65,4,69,0.000255
78,P1_zero_shot,claude_sonnet,matched,"Although this award will now be handed out annually, Bailey was selected for several years of his commitment.","Bailey may have won several times, but it was a humbling experience each time the award was given to him.",government,neutral,neutral,neutral,86,4,90,0.000318
79,P1_zero_shot,claude_sonnet,matched,um yeah that sounds kind of neat uh is location at all important to you like you know how far it is from your house or whatever,Location doesn't matter to some people but it may matter to you I don't know. ,telephone,neutral,neutral,neutral,90,4,94,0.00033
80,P1_zero_shot,claude_sonnet,matched,"A chancy road winding up to the 475-metre (1,560-foot) summit is likely to test the engine and suspension of your car, as well as your own persistence.",It is a short and easy trip to get to the summit.,travel,contradiction,contradiction,contradiction,96,4,100,0.000348
81,P1_zero_shot,claude_sonnet,matched,"This tourist heartland is also home to 100,000 Jamaicans who live in the hills surrounding the town.",Beautiful white beaches are the reason this town is so popular with tourists.,travel,neutral,neutral,neutral,83,4,87,0.000309
82,P1_zero_shot,claude_sonnet,matched,because we don't always read the newspaper sometimes it just sits around for a while and then we just chuck it,Sometimes we throw the newspaper away without reading it.,telephone,entailment,entailment,entailment,75,6,81,0.000315
83,P1_zero_shot,claude_sonnet,matched,"In the 1980s, and as late as 1994, a major Republican theme was a sort of taunting, nyah-nyah populism.","For almost a decade, the main Republican theme was some form of populism.",slate,entailment,entailment,entailment,94,6,100,0.000372
84,P1_zero_shot,claude_sonnet,matched,but how do you know  the good from the bad,Why care if it's good or bad?,telephone,contradiction,contradiction,contradiction,63,4,67,0.000249
85,P1_zero_shot,claude_sonnet,matched,"A funny place for a piece of brown paper, I mused. ","I looked down at my desk, which was a mess, as usual, and had some white and brown papers on it.",fiction,neutral,neutral,neutral,83,4,87,0.000309
86,P1_zero_shot,claude_sonnet,matched,"Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.","Down here, you can see the gold mines from the old explorers, you are way lower than the sea level, so be careful.",travel,contradiction,contradiction,contradiction,107,4,111,0.000381
87,P1_zero_shot,claude_sonnet,matched,"approaches for setting different requirements for sources that pose different levels of hazard (tiering); worst-case releases and other hazard assessment issues; accident information reporting; public participation; inherently safer approaches; and implementation and integration of section 112(r) with state programs, particularly state air permitting programs.",There are no hazards and therefore aren't any different requirements.,government,contradiction,contradiction,contradiction,119,4,123,0.000417
88,P1_zero_shot,claude_sonnet,matched,The census of 1931 served as an alarm signal for the Malay national consciousness.,The 1931 Malay census was an alarm bell.,travel,entailment,entailment,entailment,77,6,83,0.000321
89,P1_zero_shot,claude_sonnet,matched,"The NYT , in its front-page coverage, says the plane was flying far lower than the rules for training missions allow.","According to the NYT, training missions did not allow planes to fly that low. ",slate,entailment,entailment,entailment,87,6,93,0.000351
90,P1_zero_shot,claude_sonnet,matched,Five minutes later she smiled contentedly at her reflection in the glass.,She was looking at her reflection in the rearview mirror of her car.,fiction,neutral,neutral,neutral,73,4,77,0.000279
91,P1_zero_shot,claude_sonnet,matched,"To address these concerns, we supplement our Base Estimate of benefits with a series of sensitivity calculations that make use of other sources of concentration-response and valuation data for key benefits categories.",Some scenarios allow for supplemental data to be used in lieu of primary data.,government,entailment,neutral,neutral,97,4,101,0.000351
92,P1_zero_shot,claude_sonnet,matched,right yeah that's it's always handy to have that that credit card for whatever it is that you might need it for,It is not necessary to have a credit card.,telephone,contradiction,contradiction,contradiction,78,4,82,0.000294
93,P1_zero_shot,claude_sonnet,matched,"The next year, he built himself a palace, Iolani, which can still be toured in Honolulu.",There are no palaces in Honolulu that can be toured.,travel,contradiction,contradiction,contradiction,84,4,88,0.000312
94,P1_zero_shot,claude_sonnet,matched,I knew him and liked and respected him.,I never knew the man.,slate,contradiction,contradiction,contradiction,58,4,62,0.000234
95,P1_zero_shot,claude_sonnet,matched,The Star reports that actress Jodie Foster is pregnant through artificial insemination.,It has been reported by The Star that Jodie Foster is pregnant with twins through artificial insemination.,slate,neutral,contradiction,contradiction,82,4,86,0.000306
96,P1_zero_shot,claude_sonnet,matched,Why bother to sacrifice your lives for dirt farmers and slavers?,People sacrifice their lives for farmers and slaves.,fiction,neutral,neutral,neutral,66,4,70,0.000258
97,P1_zero_shot,claude_sonnet,matched,"The street ends at Taksim Square (Taksim Meydane), the heart of modern Istanbul, lined with luxurious five-star hotels and the glass-fronted Ataturk Cultural Centre (Ataturk Keleter Sarayy), also called the Opera House.",There are only residential houses on the street.,travel,contradiction,contradiction,contradiction,117,4,121,0.000411
98,P1_zero_shot,claude_sonnet,matched,um-hum yeah i saw that for the first time yesterday in the evening,I have seen that many times before.,telephone,contradiction,contradiction,contradiction,67,4,71,0.000261
99,P1_zero_shot,claude_sonnet,matched,yeah well the jury that originally sentenced him sentenced him to death,The sentence later got revised under review of a judge.,telephone,neutral,neutral,neutral,66,4,70,0.000258
100,P1_zero_shot,claude_sonnet,matched,I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,I hope that no key parties take steps to address problems.,government,contradiction,contradiction,contradiction,83,4,87,0.000309
101,P1_zero_shot,claude_sonnet,matched,Programs in Michigan and the District of Columbia received one-year grant terms for 2002.,Programs in Michigan receive no grants at all. ,government,contradiction,contradiction,contradiction,72,4,76,0.000276
102,P1_zero_shot,claude_sonnet,matched,"Though the two cities remained unlinked by rail, this was about to change quickly.",The two cities had a railway between them that made travel easy.,travel,contradiction,contradiction,contradiction,74,4,78,0.000282
103,P1_zero_shot,claude_sonnet,matched,I smiled vaguely.,I moved my face.,fiction,entailment,entailment,entailment,54,6,60,0.000252
104,P1_zero_shot,claude_sonnet,matched,"Despite a recent renovation, the Meadows Mall is the least appealing of the three suburban malls.",The Meadows Mall is very popular and beautiful.,travel,contradiction,contradiction,contradiction,76,4,80,0.000288
105,P1_zero_shot,claude_sonnet,matched,and then you can add cocoa powder to it to make chocolate or after it's thickened i cook it for a good once it starts boiling i just i cook it for a good seven minutes,I never bring it to a boil when I make cocoa.,telephone,contradiction,contradiction,contradiction,98,4,102,0.000354
106,P1_zero_shot,claude_sonnet,matched,"In a six-year study, scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects.",Scientists gave animals irradiated chicken and they all died quickly.,slate,contradiction,contradiction,contradiction,85,4,89,0.000315
107,P1_zero_shot,claude_sonnet,matched,But a list of who's better than other people in some aspect or another is not inevitable and does not make the economy any more prosperous or society any richer in other ways.,A listing of those better than others is very helpful to the economy.,slate,contradiction,contradiction,contradiction,94,4,98,0.000342
108,P1_zero_shot,claude_sonnet,matched,uh-huh you can't do that in a skirt  poor thing,You need to wear something else.,telephone,entailment,entailment,entailment,67,6,73,0.000291
109,P1_zero_shot,claude_sonnet,matched,"First, the Comptroller General sends a written request to the agency head for the record that has not been made available to GAO within a reasonable time after an initial request.",They are given a proper amount of time to do the report.,government,entailment,neutral,neutral,92,4,96,0.000336
110,P1_zero_shot,claude_sonnet,matched,Agricultural shows,Farm performances,travel,entailment,entailment,entailment,47,6,53,0.000231
111,P1_zero_shot,claude_sonnet,matched,Can you point me to housewares?,"Please point me in the direction of the pet supplies, I asked.",slate,contradiction,contradiction,contradiction,66,4,70,0.000258
112,P1_zero_shot,claude_sonnet,matched,Intifada to the Present,The extending from the Palestinian uprising until today.,travel,entailment,entailment,entailment,59,6,65,0.000267
113,P1_zero_shot,claude_sonnet,matched,"THEY ARE READY, returned Susan's voice in the back of his mind.",He cringed when he imagined Susan's voice.,fiction,neutral,contradiction,contradiction,72,4,76,0.000276
114,P1_zero_shot,claude_sonnet,matched,yeah well i was surprised at the the way they drafted last year they didn't really didn't go for the uh big offensive lineman or the defensive lineman they're going for the skilled positions so quarterbacks they really,I thought they should focus more on big linemen.,telephone,neutral,entailment,entailment,99,6,105,0.000387
115,P1_zero_shot,claude_sonnet,matched,"Small boats tie up here with batches of crayfish, fresh fish, and eel, and housewives clamor for the fishermen to weigh their choices on rudimentary scales.",They fisherman caught 500 pounds of fish today. ,travel,neutral,neutral,neutral,98,4,102,0.000354
116,P1_zero_shot,claude_sonnet,matched,They post loads of newspaper articles--Yahoo!,Yahoo contains articles from newspaper publications.,slate,entailment,entailment,entailment,59,6,65,0.000267
117,P1_zero_shot,claude_sonnet,matched,oh i enjoyed it i mean it was just more for my money,The performance was a good deal.,telephone,neutral,entailment,entailment,63,6,69,0.000279
118,P1_zero_shot,claude_sonnet,matched,"External Validity The extent to which a finding applies (or can be generalized) to persons, objects, settings, or times other than those that were the subject of study.",The degree to which conclusions can be applied to objects and persons who weren't subjects in the initial study subject is called External Validity.,government,entailment,entailment,entailment,106,6,112,0.000408
119,P1_zero_shot,claude_sonnet,matched,"'Wait here,' I was ordered.",He told me to wait.,fiction,entailment,entailment,entailment,58,6,64,0.000264
120,P1_zero_shot,claude_sonnet,matched,"It's easy to overdose on the many temples, palaces, and museums in India.",Many temples and palaces are free to visit in the country.,travel,neutral,neutral,neutral,75,4,79,0.000285
121,P1_zero_shot,claude_sonnet,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.","Founded in 1049, the monastery was a beacon of light in the darkness.",travel,neutral,neutral,neutral,95,4,99,0.000345
122,P1_zero_shot,claude_sonnet,matched,excessively violent i was worried it's like golly if kids start imitating that,"It was non-violent, so it would be great for the kids to follow their lead.",telephone,contradiction,contradiction,contradiction,81,4,85,0.000303
123,P1_zero_shot,claude_sonnet,matched,Our review indicates that the Food and Drug Administration complied with the applicable requirements.,The Food and Drug Administration has strict requirements.,government,neutral,neutral,neutral,68,4,72,0.000264
124,P1_zero_shot,claude_sonnet,matched,yeah it's definitely a way out of the way where  where as,I was able to find my way out of the corn maze,telephone,neutral,neutral,neutral,69,4,73,0.000267
125,P1_zero_shot,claude_sonnet,matched,"Traffic, also, has been controlled, and if you're staying here you might want to consider getting around by bicycle; there's no better way to explore an island that measures no more than 20 km (121.2 miles) from end to end, one-fifth the size of Ibiza.",It is quicker to cross the island by bike than by car.,travel,neutral,neutral,neutral,121,4,125,0.000423
126,P1_zero_shot,claude_sonnet,matched,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.,"NBA commissioner has given the same quote to everybody, but he also talked about other things.",slate,neutral,neutral,neutral,89,4,93,0.000327
127,P1_zero_shot,claude_sonnet,matched,The game of billiards is also hot.,People hate playing billiards.,travel,contradiction,contradiction,contradiction,60,4,64,0.00024
128,P1_zero_shot,claude_sonnet,matched,"(Never mind the strictest reading, which supposes that creation took a week.)",Which supposes that the creation took a month.,slate,contradiction,contradiction,contradiction,70,4,74,0.00027
129,P1_zero_shot,claude_sonnet,matched,"Oh, yes, sir. Dorcas was looking very curiously at him and, to tell the truth, so was I. ",We had no interest in him at all.,fiction,contradiction,contradiction,contradiction,81,4,85,0.000303
130,P1_zero_shot,claude_sonnet,matched,"When the next modernist revolution comes around, he'll be ready.",They have been prepping for years.,slate,neutral,neutral,neutral,65,4,69,0.000255
131,P1_zero_shot,claude_sonnet,matched,couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't,I'm glad that I didn't move to Massachusetts.,telephone,entailment,entailment,entailment,75,6,81,0.000315
132,P1_zero_shot,claude_sonnet,matched,yeah so it's easy to do i'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it's about uh maybe eight foot square and but only about two feet tall and when you get to where you're going it raises up and there's tenting material,I want to get one of those campers. ,telephone,entailment,entailment,entailment,131,6,137,0.000483
133,P1_zero_shot,claude_sonnet,matched,yeah i've always threatened to take lessons but i've never gotten around to it,I have never gotten around to taking lessons.,telephone,entailment,entailment,entailment,68,6,74,0.000294
134,P1_zero_shot,claude_sonnet,matched,um-hum with the ice yeah,With the sunshine and heat wave yes.,telephone,contradiction,contradiction,contradiction,59,4,63,0.000237
135,P1_zero_shot,claude_sonnet,matched,"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","Eggshell worship is the reason we're growing too weak to fight the Satheri, yet Dave asked about it.",fiction,entailment,entailment,entailment,114,6,120,0.000432
